sim_id,split,tendon_l1,visco_g1,visco_t1,ramp_time,mse,rmse,mae,max_ae,peak_true,peak_pred,peak_abs_err,final_true,final_pred,final_abs_err
full_v2_034,test,3.0,0.6000000238418579,0.10000000149011612,0.20000000298023224,4.776366040459834e-05,0.006911125842046167,0.006326443050056696,0.019063711166381836,0.5797384977340698,0.5873587727546692,0.007620275020599365,0.35215428471565247,0.34257572889328003,0.009578555822372437
full_v2_035,test,3.0,0.6000000238418579,0.10000000149011612,0.30000001192092896,4.596013968694024e-05,0.0067793908050016,0.006012862082570791,0.019814670085906982,0.5210864543914795,0.5308183431625366,0.009731888771057129,0.35224875807762146,0.341683954000473,0.010564804077148438
full_v2_044,test,3.0,0.6000000238418579,0.30000001192092896,0.4000000059604645,3.318418748676777e-05,0.005760571802066855,0.004667988978326321,0.023576736450195312,0.6393111944198608,0.6509703397750854,0.01165914535522461,0.3933756947517395,0.38717207312583923,0.0062036216259002686
full_v2_052,test,3.0,0.75,0.10000000149011612,0.4000000059604645,0.00023333681747317314,0.015275366361340508,0.01173473708331585,0.0460277795791626,0.38921719789505005,0.4332103133201599,0.04399311542510986,0.22224174439907074,0.22690105438232422,0.004659309983253479
full_v2_062,test,3.0,0.75,0.4000000059604645,0.20000000298023224,9.039424185175449e-05,0.009507588645484958,0.008331646211445332,0.021069347858428955,0.7277278304100037,0.7446879148483276,0.016960084438323975,0.29554277658462524,0.2882767915725708,0.007265985012054443
full_v2_064,test,3.0,0.75,0.4000000059604645,0.4000000059604645,0.00017252204997930676,0.013134764938106306,0.010715090669691563,0.031702280044555664,0.6339500546455383,0.6639948487281799,0.0300447940826416,0.3190666735172272,0.31410670280456543,0.004959970712661743
full_v2_065,test,4.0,0.30000001192092896,0.10000000149011612,0.10000000149011612,1.9267892639618367e-05,0.004389520775622137,0.003340110881254077,0.025127649307250977,1.0076076984405518,0.9973238706588745,0.010283827781677246,0.8000408411026001,0.7972849607467651,0.002755880355834961
full_v2_077,test,4.0,0.30000001192092896,0.4000000059604645,0.10000000149011612,2.979470809805207e-05,0.005458452903346522,0.0035406826063990593,0.02567225694656372,1.0859079360961914,1.102163314819336,0.01625537872314453,0.8314857482910156,0.8339919447898865,0.0025061964988708496
full_v2_087,test,4.0,0.44999998807907104,0.20000000298023224,0.30000001192092896,0.0001076883781934157,0.010377301103534372,0.00920039415359497,0.043836891651153564,0.8961191177368164,0.8880594372749329,0.008059680461883545,0.6435191035270691,0.6566200256347656,0.013100922107696533
full_v2_089,test,4.0,0.44999998807907104,0.30000001192092896,0.10000000149011612,4.720886136055924e-05,0.006870870495108989,0.006140708923339844,0.018641769886016846,1.0523542165756226,1.0456476211547852,0.006706595420837402,0.6574556231498718,0.6652859449386597,0.007830321788787842
full_v2_090,test,4.0,0.44999998807907104,0.30000001192092896,0.20000000298023224,7.953333260957152e-05,0.008918146254103008,0.00682601286098361,0.03396731615066528,0.9963270425796509,0.9865044355392456,0.009822607040405273,0.6619296669960022,0.6683143377304077,0.006384670734405518
