epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
66,0.002649233199744707,0.0002446454455222148,0.012072490984951256,0.0014986450680428082,0.0001383935111111999,0.009109105900415998
67,0.002585857751823607,0.00023879300122491503,0.011839120881135529,0.001981143451606234,0.00018295020713471392,0.010866931949022924
68,0.0024151820689439774,0.00022303181162266843,0.011496089612440712,0.0019049036782234907,0.00017590979356143672,0.010639636670772116
69,0.002659598121508246,0.0002456025971292574,0.012170698371043112,0.002780132034483055,0.0002567334221073644,0.012989929329960171
70,0.0028590684135754905,0.0002640228391089052,0.012694290706089564,0.003356657068555554,0.0003099730696514735,0.0148401534511214
71,0.0035258765731539044,0.0003255997501795565,0.014187854603268303,0.002065673496367203,0.00019075619772430808,0.011354257152382348
72,0.003661274788014236,0.00033810317915244513,0.01453406797769199,0.002625026274472475,0.0002424100392295749,0.01280764508076041
73,0.002272064198872873,0.00020981548599822915,0.01123752590605106,0.0015480054620032508,0.00014295174460703659,0.009748923508352571
74,0.002079631933676345,0.00019204518405839297,0.010792337049101519,0.0016822520928043458,0.00015534885586000004,0.009485283960223264
75,0.0028753578441128845,0.00026552709209159265,0.01284591628036011,0.003744410842450129,0.00034578045806448523,0.015951230290056
76,0.0029479104559868574,0.00027222701168983816,0.013068479148450832,0.0023808016234801877,0.00021985695054347901,0.011829617670585333
77,0.002651621110826021,0.00024486595340685605,0.012126056087776768,0.0018491130839619371,0.00017075777679862998,0.01031966747138433
78,0.002491202549121919,0.0002300519945426056,0.01191933921546457,0.0015997466398403049,0.00014772981553528439,0.009620322648697364
79,0.002258458113785656,0.00020855903012990896,0.011315997419016137,0.002752231847908762,0.00025415691949175895,0.012064276379468759
80,0.002820912427047179,0.00026049930491991953,0.012693718580577194,0.0012747186701744795,0.00011771487771245642,0.008365375946871544
81,0.0021287668052883376,0.00019658258411167528,0.010785229509403796,0.001864579105232325,0.00017218595301663435,0.010949568237106466
82,0.002205637926679282,0.00020368131408474507,0.011261217347312048,0.0022510745976534155,0.0002078771830066388,0.010906146994738897
83,0.0024417301839483635,0.0002254834189019026,0.011756087134613636,0.0011939381689040198,0.00011025514348624754,0.008053334198187833
84,0.0025365486563671204,0.00023423952267396454,0.011906765219555792,0.0020132181752059194,0.00018591217947902438,0.011406708053622606
85,0.0022158039279193396,0.00020462010312605682,0.011301495005976558,0.0015938203626622756,0.00014718255412189785,0.009294896840126623
86,0.0017950760943460323,0.00016576766145226515,0.010020229495043326,0.0016585002498080332,0.0001531554712420211,0.00936821813145812
87,0.002421290707951855,0.00022359593495377091,0.011815827594947769,0.0014085425710719493,0.00013007294549310716,0.00910477739727385
88,0.0023832593800588732,0.00022008388994486234,0.011530005064826248,0.001634399044430918,0.00015092983578304483,0.010093073083130018
89,0.0030081397742919977,0.0002777889429167305,0.013388995055592023,0.0023600852129877442,0.00021794383687462972,0.011865817689974707
90,0.0020291510154493153,0.0001873834810143143,0.010485840193950234,0.0012126166968502933,0.00011198000952543773,0.007987292844857743
91,0.0016844519303135929,0.00015555199052987576,0.009691798158856653,0.001189266357363926,0.00010982370173950892,0.008388998496591749
92,0.0017696986629051111,0.00016342416834602477,0.00989263132832339,0.0011903523053559992,0.00010992399524462823,0.008282516396724433
93,0.001737205089912528,0.00016042351408525544,0.009895978847179219,0.001375722052115533,0.00012704209440514948,0.008939353190053557
94,0.0019286538895574353,0.00017810300004917194,0.010403326381808969,0.0014995704922411176,0.0001384789847978378,0.00947488823801592
95,0.0017770106760075404,0.00016409940037984922,0.009912599689218846,0.001043523998103208,9.636501042865271e-05,0.007771886732777289
96,0.0017664035383079732,0.000163119874966989,0.009855933789251202,0.0009433837452282509,8.711748694174193e-05,0.007214947389989614
97,0.001456709855812646,0.0001345209775590072,0.009068208688583681,0.0011515941393251221,0.00010634484073284121,0.0086755262942127
98,0.001612986243950824,0.00014895242827533405,0.00953965917409695,0.00104670284781605,9.665857318885555e-05,0.007725381403090613
99,0.002242459383394037,0.00020708161538823808,0.011009001782708076,0.0029282024026744896,0.0002704070805844317,0.01353875071123333
100,0.0024271621147081966,0.00022413811958166583,0.01179846870591363,0.0026014099001056617,0.0002402291607962187,0.012071427882475508
101,0.0019982601903999844,0.00018453085430988455,0.010560390876385025,0.001150950103894704,0.00010628536582454388,0.0076652259837203815
102,0.001682803500443697,0.00015539976992586782,0.009728385045951476,0.0014764807225825887,0.00013634672562446036,0.008834777516248544
103,0.0016311272989869828,0.00015062769070475963,0.009365044281793923,0.0010988077588586344,0.00010147023556837395,0.008163545196263285
104,0.0015844723121041344,0.00014631931304409163,0.009343335341006426,0.001242248315571083,0.0001147163608675177,0.008483857130595766
105,0.0018350066772351663,0.0001694550810549898,0.010069250975759976,0.0016409778812279303,0.00015153735876083374,0.009770010109432762
106,0.002202951670846059,0.00020343324293516394,0.011160692934796754,0.00158780453623169,0.00014662700192977077,0.010071747865777044
107,0.003610840810108043,0.000333445818750137,0.014267608583382989,0.0060371824850638705,0.0005575082145915498,0.019660643413621726
108,0.004534734036063864,0.00041876343917123687,0.01608486487328286,0.001170043238542146,0.00010804853398474361,0.008214725717910421
109,0.0024055694229900837,0.0002221441387537107,0.011386423702913278,0.0021636284784310395,0.00019980191508994834,0.011280160638230357
110,0.0024765335644284883,0.00022869735419594884,0.012168124568770209,0.001348362330140339,0.00012451555063014137,0.009016060381056921
111,0.0021131532377607768,0.00019514074849590987,0.011109102565907268,0.0009157104715187517,8.456197795352599e-05,0.007522595198922819
112,0.0014826306363656407,0.0001369146495577397,0.009217169126100773,0.0008202845670489802,7.574979654493221e-05,0.006600188905854064
113,0.001399305743342709,0.00012921995256741278,0.00881672244421031,0.0009189569714686109,8.486177784639409e-05,0.00701852646105984
114,0.0014850541289585333,0.00013713845093967338,0.008997961938790704,0.0015477427902321021,0.00014292749830080437,0.009286603853806663
115,0.0018625423877633043,0.0001719978833701254,0.010294177187079362,0.0016800813868434893,0.00015514838005245687,0.010055761827560602
116,0.0022739430534697716,0.0002099889930928101,0.011456551695287975,0.002356673332138194,0.0002176287800749077,0.012318149332581073
117,0.0028397727846389727,0.00026224097036208285,0.01300539571621553,0.002288631771484183,0.00021134544886759857,0.011589560276767441
118,0.0016052674313652374,0.00014823964591544265,0.009641272624616119,0.0008537867688573897,7.884358423991121e-05,0.00688670767546359
119,0.0012840231592279104,0.0001185740900460478,0.008423914872083414,0.0011481416683333616,0.00010602601436767346,0.007871373573543618
120,0.001537486827666206,0.00014198039215101334,0.009314834097216293,0.0017174311861809758,0.0001585974963973938,0.01038899231905961
121,0.002200469474441239,0.00020320401799478284,0.011284080000179013,0.0007416455256235269,6.848781366022731e-05,0.006440100846467195
122,0.0013005707462850427,0.00012010218607810289,0.008389660798664541,0.0008051263996296459,7.435000790391197e-05,0.006715762674511962
123,0.0011244636760758503,0.00010383945400611508,0.007812328458368933,0.0012103335983637306,0.00011176917436308726,0.008113696339250336
124,0.0011274277099541255,0.00010411316576133376,0.007857389739270856,0.0011487832655095393,0.00010608526892988902,0.007840755171641386
125,0.001126943837984332,0.00010406848390049856,0.007893757497041435,0.001001670490950346,9.2500010417798e-05,0.0074651428452508104
126,0.001486089335577119,0.0001372340453218945,0.009182983991292607,0.0011921202789785133,0.00011008725418709733,0.008695882746631628
127,0.0012960576485576375,0.0001196854171298799,0.00845913484858495,0.00124470431668063,0.00011494316185390574,0.00851203368605007
128,0.0012497861060269532,0.00011541244208290238,0.008314320781846036,0.0012433770009213025,0.00011482058456419844,0.008192679972988655
129,0.0017599390592381713,0.00016252290227138666,0.00991372959333075,0.003258461080905464,0.000300905054086081,0.014322686287630585
130,0.003416661683115221,0.00031551421112258467,0.014476474329522085,0.0031867503033330045,0.00029428290062151013,0.01360130204621964
131,0.003141271127831368,0.00029008305399685046,0.013750076971752219,0.001624935293673641,0.00015005589071033146,0.008651567335745588
132,0.0021719212610540645,0.0002005677198070227,0.010944958688862035,0.0015537482298289735,0.00014348203937212625,0.009660760891114631
133,0.0015431792985293128,0.00014250606626759374,0.009361075948296325,0.0011480608955025673,0.00010601854525329396,0.008695337639255639
134,0.0014574728584626601,0.00013459144123525196,0.00887938589034163,0.0012582321651279926,0.00011619240263834258,0.007782175107315932
135,0.0015158205448339384,0.00013997959309747167,0.009300921150249091,0.0008911381527367565,8.229283238063536e-05,0.0070605424967439484
136,0.0012451056058385543,0.00011498022015217327,0.008189995829399884,0.0012725860190888245,0.00011751793156084004,0.009148905460448341
137,0.001232177182655072,0.00011378633499576198,0.008299799531422868,0.0013083442398864361,0.00012082004103132082,0.008189338159007615
138,0.0011371837989870635,0.00010501409955172707,0.00789769716495531,0.001072050356823537,9.899929623006787e-05,0.00811901627620193
139,0.0009854129166342318,9.099870798387846e-05,0.007476975471028443,0.0009890940855257213,9.133863726691556e-05,0.007892859449961227
140,0.0016844853470545438,0.00015555508125876115,0.010033154764381016,0.0017846803336093824,0.00016480764490487893,0.01112542526704821
141,0.0015529306893724772,0.0001434065583361689,0.009489128528062666,0.00191839344592558,0.0001771554943934009,0.010907961822729073
142,0.0020836218360013197,0.0001924136383037549,0.011260174089516262,0.005711645198365052,0.0005274462133168251,0.01828977322301659
143,0.002484847741600658,0.00022946513202540034,0.012252783216138893,0.0015279553416702482,0.0001411001826597881,0.009329981537666553
144,0.0011279232844355561,0.00010415893493741362,0.007819744626144412,0.001664691578803791,0.00015372719930772165,0.009425411045122964
145,0.0013512671880778811,0.00012478379771427588,0.008696522426898941,0.0014586767906116114,0.00013470260097942277,0.009254769240379861
146,0.0011850688079859885,0.00010943608268039878,0.008171227949260394,0.0008003265700406498,7.390676322663404e-05,0.006525459837821256
